x,Curve1,Curve2,Curve3,Curve4
84.5167,-0.6413,-0.6213,,
84.56,-0.5659,-0.7301,,
84.566,-0.5575,-1.083,,
84.7443,-0.3819,-1.2923,,
84.9945,-0.1288,-1.8111,,
85.0581,-0.0152,-1.8155,,
85.2076,0.4499,-1.5616,,
85.3987,0.7364,-0.8613,,
85.5108,0.8377,-0.2084,,
85.5225,0.8477,-0.1719,,
85.9077,1.0845,0.7269,,
86.0792,1.1024,1.1347,,
86.1653,1.0847,1.2563,,
86.5136,0.8713,1.5518,,
86.655,0.7331,1.8804,,
86.9019,0.4337,2.1859,,
86.967,0.3637,2.1801,,
87.4555,-0.0611,1.6414,,
87.4804,-0.0807,1.5826,,
87.5307,-0.1185,1.0347,,
87.8437,-0.2488,0.5853,,
87.8534,-0.2519,0.5622,,
88.0726,-0.3214,-0.2027,,
88.1117,-0.334,0.2221,,
88.3855,-0.4265,-0.6459,,
88.7003,-0.5571,-1.2553,,
88.7364,-0.5782,-1.1268,,
88.7815,-0.6141,-0.8809,,
88.7839,-0.6168,-0.8798,,
89.0095,-0.4868,-1.3784,,
89.0598,-0.4478,-1.9202,,
89.304,-0.2396,-2.133,,
89.5032,-0.0169,-2.2526,,
89.5937,0.1057,-2.4742,,
89.6507,0.1852,-2.6102,,
89.7815,0.2775,-2.7804,,
89.9045,0.4274,-2.7389,,
90.069,0.6389,-2.0343,,
90.0722,0.6431,-2.0371,,
90.3878,1.0655,-1.7501,,
90.4626,1.1677,-1.5816,,
90.5412,1.1911,-0.7813,,
90.6063,1.1824,-0.4595,,
90.751,1.1854,0.0744,,
91.2222,1.1393,1.5887,,
91.2605,1.1055,1.6257,,
91.3599,0.6407,1.6374,,
91.8849,0.1826,0.8562,,
91.8928,0.179,0.8461,,
92.5044,-0.032,0.5114,,
92.6431,-0.0734,0.3585,,
92.7302,-0.1016,-0.0057,,
92.8692,-0.1544,-0.6213,,
93.0407,-0.2457,-0.7152,,
93.3069,-0.455,-0.7881,,
93.4433,-0.555,-0.8429,,
93.6608,-0.6459,-1.1115,,
93.7109,-0.651,-1.1753,,
94.0543,-0.455,-1.3313,,
94.0646,-0.4391,-1.3415,,
94.3545,0.1852,-1.7039,,
94.5539,0.4055,-1.8401,,
94.6585,0.5053,-0.8478,,
94.7157,0.6606,-0.6336,,
94.7865,0.8439,-0.4583,,
95.3099,1.2009,0.3791,,
95.5343,1.1675,0.8008,,
95.8272,1.0201,2.0812,,
95.9731,0.8746,1.5343,,
96.0222,0.4314,1.3526,,
96.0566,0.3647,1.2502,,
96.4611,-0.0071,0.493,,
96.467,-0.0118,0.4722,,
96.6483,-0.1648,-0.4858,,
96.8228,-0.3689,-0.5439,,
96.8694,-0.5966,-0.5246,,
97.1298,-0.744,-0.3073,,
97.3105,-0.7259,-0.0998,,
97.5659,-0.539,-0.0057,,
97.8317,-0.178,-0.2099,,
98.0571,0.2954,-0.6582,,
98.0892,0.3575,-1.1556,,
98.1501,0.4553,-1.1014,,
98.3927,0.7207,-0.7594,,
98.8305,0.8746,-0.008,,
98.9263,0.8733,0.1975,,
99.0936,0.8603,0.9362,,
99.5355,0.7392,1.2532,,
99.5398,0.7358,1.2534,,
99.6616,0.1145,1.2378,,
99.8092,-0.1165,1.1561,,
99.8571,-0.455,1.1164,,
100.0374,-0.8367,0.9252,,
100.2841,-1.064,0.6284,,
100.3038,-1.0645,0.6081,,
100.6855,-1.0142,0.1359,,
100.9157,-0.9536,-0.7628,,
100.9977,-0.9262,-0.2457,,
101.1368,-0.8675,-1.0958,,
101.1395,-0.8661,-1.1014,,
101.3955,-0.4304,-1.1624,,
101.4491,-0.3034,-1.2615,,
101.7822,0.3391,-1.814,,
101.8067,0.3863,-1.7724,,
101.9991,0.5853,-1.364,,
102.6145,0.5853,0.2103,,
102.9614,0.4524,0.9978,,
103.2344,0.2036,0.4267,,
103.2402,0.1906,0.3965,,
103.4146,-0.4971,-0.1657,,
103.5959,-0.6336,-0.4305,,
103.8173,-0.7752,-0.6321,,
104.2966,-0.4058,-0.9115,,
104.4663,0.1236,-0.9952,,
104.6122,0.3346,-1.083,,
104.7459,0.4888,-1.243,,
104.8127,0.5792,-1.1537,,
104.8981,0.7946,-1.0452,,
105.3361,0.93,-0.4828,,
105.423,1.0162,-0.3628,,
105.6547,1.1301,-0.0057,,
105.7739,1.0901,0.2301,,
105.9531,0.8666,0.7946,,
106.1761,0.5238,0.641,,
106.2183,0.4828,0.6715,,
106.53,0.3329,1.0589,,
106.7544,-0.0611,1.3554,,
106.9991,-0.3227,1.5764,,
107.1107,-0.4612,1.5779,,
107.4462,-0.9743,0.93,,
107.5574,-1.0706,0.7123,,
107.7604,-1.1629,0.376,,
107.8533,-1.1845,-0.0549,,
108.2076,-1.1841,-0.2765,,
108.2181,-1.1815,-0.2902,,
108.2996,-1.1406,-0.6274,,
108.3908,-0.9044,-0.7431,,
108.6559,-0.4549,-1.0214,,
108.7036,-0.3851,-1.1624,,
108.7791,-0.2765,-1.4016,,
108.8805,-0.1319,-1.4338,,
109.1242,0.2898,-1.5459,,
109.2338,0.637,-1.5754,,
109.2953,0.7023,-1.5602,,
109.4065,0.7629,-1.3046,,
109.6182,0.8038,-0.6089,,
109.918,0.7492,0.0744,,
109.9543,0.7331,0.3026,,
110.1275,0.6235,0.9608,,
110.5771,0.1051,0.3995,,
110.753,-0.236,0.099,,
110.8465,-0.3812,-0.0551,,
111.2905,-0.7835,-0.7628,,
111.3349,-0.7998,-0.8442,,
111.5073,-0.5043,-1.1748,,
111.6494,-0.2765,-1.3784,,
111.8097,-0.0426,-1.5028,,
112.0926,0.4734,-1.6924,,
112.1112,0.493,-1.7107,,
112.4919,0.6396,-2.0002,,
112.549,0.6469,-1.9651,,
112.8791,0.7145,-1.2738,,
112.9437,0.7331,-0.3812,,
112.9558,0.7366,-0.3073,,
113.3813,0.9054,0.6732,,
113.3839,0.9072,0.6776,,
113.5564,0.967,0.9514,,
113.9123,0.6038,1.2836,,
113.9485,0.58,1.2748,,
114.222,0.4376,0.7714,,
114.2258,0.4314,0.7683,,
114.228,0.4275,0.7666,,
114.2622,-0.1127,0.7577,,
114.495,-0.3627,1.0955,,
114.6331,-0.8921,1.3166,,
114.6946,-0.9465,1.3733,,
115.0975,-0.9782,0.7515,,
115.1616,-0.9783,0.5519,,
115.3703,-0.9835,-0.0241,,
115.4977,-0.9877,0.3637,,
116.0406,-0.9598,-0.5528,,
116.1714,-0.854,-0.8675,,
116.2123,-0.6028,-0.9927,,
116.2196,-0.5715,-1.0189,,
116.4266,-0.1288,-0.955,,
116.4804,-0.0102,-0.9721,,
116.5536,0.5333,-1.0222,,
116.5934,0.6469,-1.0576,,
117.0574,0.9572,-1.4462,,
117.0733,0.9608,-1.4387,,
