x,Curve1,Curve2,Curve3,Curve4
48.782,-0.7411,0.3346,-0.9194,0.2488
48.783,-0.7413,0.3321,-0.9196,0.2466
48.864,-0.7579,-0.1294,-0.9409,0.0584
49.036,-0.7717,-0.3085,-0.9804,-0.2319
49.038,-0.7717,-0.3104,-0.9809,-0.0647
49.199,-0.7614,-0.4278,-1.0076,-0.5204
49.205,-0.7608,-0.4315,-1.008,-0.5268
49.291,-0.7472,-0.4947,-0.9957,-0.6104
49.373,-0.73,-0.5597,-0.8729,-0.666
49.418,-0.7191,-0.5966,-0.8515,-0.6906
49.676,-0.6389,-0.7703,-0.7669,-0.7905
49.804,-0.5902,-0.7689,-0.7239,-0.828
50.021,-0.4959,-0.7318,-0.6174,-0.9133
50.022,-0.4953,-0.7318,-0.6165,-0.9139
50.023,-0.4947,-0.7318,-0.6155,-0.9145
50.062,-0.4754,-0.7331,-0.5823,-0.9306
50.199,-0.3752,-0.7516,-0.2062,-0.9665
50.284,-0.2895,-0.7683,-0.1173,-0.9754
50.416,-0.1591,-0.795,-0.0523,-0.9726
50.449,-0.1259,-0.8012,-0.0291,-0.969
50.58,0.0088,-0.8215,0.0889,-0.9452
50.721,0.1684,-0.8311,0.249,-0.9049
50.763,0.2234,-0.8306,0.305,-0.8897
50.852,0.3644,-0.8232,0.4926,-0.8529
50.94,0.6016,-0.8072,0.6937,-0.8087
51.011,0.7029,-0.7871,0.764,-0.7638
51.114,0.7568,-0.7469,0.826,-0.677
51.2,0.7939,-0.7035,0.8606,-0.5862
51.271,0.8229,-0.6612,0.8832,-0.5161
51.316,0.8406,-0.6312,0.8957,-0.4881
51.662,0.9522,-0.3423,0.9616,-0.3278
52.021,1.004,0.042,0.9927,0.2019
52.054,1.0041,0.0825,0.9939,0.2489
52.143,0.9993,0.1971,0.9951,0.3389
52.182,0.9944,0.2517,0.9948,-0.0008
52.193,0.9928,0.267,0.9947,0.0233
52.405,0.9298,0.6338,0.9808,0.6647
52.449,0.9093,0.7208,0.9747,0.7684
52.666,0.7733,0.9414,0.9159,0.9465
52.666,0.7731,0.9415,0.9158,0.9466
52.793,0.6683,0.9738,0.4402,0.9602
52.796,0.6656,0.9743,0.4291,0.9608
52.832,0.6322,0.9797,0.3454,0.9693
53.006,0.4608,0.9996,0.1503,1.026
53.141,0.3209,1.0249,0.0322,1.0706
53.216,0.2369,1.0557,-0.0328,1.0908
53.345,-0.4179,1.1423,-0.1586,1.1124
53.383,-0.4687,1.1612,-0.2022,1.1145
53.4,-0.485,1.1659,-0.2232,1.1147
53.401,-0.4855,1.166,-0.2239,1.1147
53.471,-0.5371,1.1608,-0.3276,1.1102
53.554,-0.5839,1.1172,-0.5712,1.0946
53.658,-0.6318,1.0121,-0.738,1.0614
53.725,-0.6596,0.907,-0.7763,1.0319
53.911,-0.73,0.5378,-0.8568,0.913
53.915,-0.7314,0.5301,-0.8584,0.9096
53.999,-0.7623,0.3746,-0.8895,0.7237
54.069,-0.7891,0.2517,-0.9137,0.4877
54.125,-0.8129,0.157,-0.9321,0.3712
54.249,-0.876,-0.0455,-0.97,0.1511
54.368,-0.898,-0.2149,-1.0006,-0.0382
54.369,-0.898,-0.2164,-1.0008,-0.0399
54.419,-0.8964,-0.2891,-1.0103,-0.115
54.463,-0.8929,-0.3589,-1.0148,-0.1801
54.714,-0.8483,-0.6398,-0.9172,-0.504
54.717,-0.8475,-0.6416,-0.9157,-0.5074
54.761,-0.8348,-0.6632,-0.8935,-0.5583
54.931,-0.7634,-0.699,-0.8112,-0.7415
55.104,-0.6157,-0.7056,-0.7258,-0.8842
55.23,-0.4546,-0.7683,-0.6566,-0.9556
55.236,-0.4492,-0.7722,-0.6534,-0.9581
55.275,-0.4224,-0.7954,-0.6289,-0.9742
55.32,-0.4094,-0.8132,-0.5967,-0.9896
55.366,-0.3996,-0.8263,-0.3204,-1.002
55.452,-0.3595,-0.8438,-0.1182,-1.0175
55.498,-0.3239,-0.8507,-0.0646,-1.0219
55.662,-0.1579,-0.8659,0.0589,-1.0187
55.801,0.0124,-0.8709,0.146,-0.9957
55.802,0.0143,-0.8709,0.147,-0.9954
55.962,0.2383,-0.8704,0.2654,-0.9492
56.063,0.365,-0.8671,0.3379,-0.911
56.106,0.4147,-0.8649,0.365,-0.8928
56.265,0.5837,-0.853,0.4477,-0.8169
56.366,0.6807,-0.8412,0.5317,-0.7619
56.542,0.8266,-0.8034,0.7705,-0.6531
56.671,0.9043,-0.7315,0.865,-0.5574
56.697,0.9152,-0.6991,0.8776,-0.5355
56.743,0.9302,-0.4448,0.8963,-0.4939
56.788,0.9404,-0.2568,0.9119,-0.4435
56.832,0.9461,-0.1732,0.9247,-0.3721
56.966,0.9441,0.0071,0.953,0.2112
57.102,0.9228,0.1733,0.9692,0.3253
57.138,0.9153,0.2241,0.9714,0.3517
57.227,0.8935,0.5125,0.9732,0.4162
57.318,0.8673,0.6373,0.9677,0.4822
57.487,0.807,0.8162,0.9016,0.6279
57.575,0.7687,0.8973,0.7882,0.9452
57.577,0.7679,0.8989,0.7858,0.9485
57.619,0.7471,0.9356,0.731,1.0079
57.873,0.5842,1.0809,0.519,1.1406
57.923,0.5406,1.0959,0.4955,1.1477
58.002,0.4549,1.1178,0.464,1.1511
58.182,0.1068,1.1341,0.3839,1.128
58.216,-0.0063,1.1297,0.3524,1.1193
58.296,-0.2374,1.1085,0.151,1.0953
58.353,-0.1742,1.0832,0.0632,1.0751
58.385,-0.1072,1.0653,0.0319,1.063
58.515,0.0703,0.97,-0.0568,1.0079
58.766,-0.5706,0.7331,-0.1953,0.8802
58.865,-0.7055,0.6409,-0.2629,0.8236
58.898,-0.7318,0.6131,-0.295,0.8041
58.938,-0.7559,0.5816,-0.5963,0.7801
59.151,-0.8206,0.4249,-0.7154,0.6425
59.207,-0.8365,0.3653,-0.7358,0.6034
59.252,-0.851,0.2959,-0.7525,0.5704
59.324,-0.8754,0.1385,-0.7821,0.5148
59.375,-0.8931,-0.0065,-0.8102,0.4696
59.422,-0.9083,-0.1218,-0.8429,0.418
59.459,-0.9197,-0.1988,-0.8721,0.2573
59.581,-0.9488,-0.399,-0.9359,0.0786
59.581,-0.9488,-0.3991,-0.9359,0.0785
59.672,-0.9612,-0.4744,-0.9571,0.0127
60.097,-0.9615,-0.55,-0.9974,-0.2611
60.14,-0.9597,-0.5511,-1,-0.2871
60.145,-0.9595,-0.5513,-1.0003,-0.29
