x,Curve1,Curve2,Curve3,Curve4
3.3764,0.92648,0.11189,0.95472,-0.14173
3.4049,0.92691,0.15629,0.96726,-0.1205
3.4859,0.92738,0.2983,0.99614,-0.03596
3.5312,0.92653,0.39562,1.00703,0.05143
3.5614,0.92531,0.4724,1.01179,0.1426
3.643,0.91859,0.6312,1.01357,0.28909
3.7175,0.90656,0.7095,0.9998,0.37348
3.7994,0.88356,0.77459,0.96609,0.45495
3.9917,0.76026,0.87284,0.80615,0.64494
4.0284,0.72194,0.88223,0.76369,0.68492
4.1047,0.6205,0.89252,0.66597,0.77719
4.2615,0.36023,0.89386,0.44669,0.91582
4.2943,0.32521,0.89825,0.40137,0.93022
4.2951,0.32455,0.89843,0.40038,0.9305
4.2999,0.32021,0.89971,0.39385,0.93233
4.4555,0.22814,1.07154,0.19417,0.96924
4.5623,0.18028,1.16336,0.06771,0.9791
4.6766,0.05679,1.21864,-0.06027,0.98133
4.724,-0.05394,1.2233,-0.11147,0.98029
4.7514,-0.1687,1.21744,-0.14062,0.97924
4.7647,-0.25892,1.21117,-0.15462,0.97862
4.8635,-0.51769,1.05041,-0.2567,0.97194
4.9542,-0.5506,0.91051,-0.34718,0.96275
4.9804,-0.55305,0.89927,-0.37271,0.95953
5.2096,-0.54987,0.89671,-0.57811,0.91171
5.2236,-0.55168,0.89357,-0.58889,0.90517
5.2607,-0.56088,0.87942,-0.61643,0.7602
5.3,-0.58075,0.85148,-0.64418,0.73032
5.3622,-0.68945,0.76776,-0.68599,0.69271
5.4005,-0.80996,0.69402,-0.71093,0.67165
5.5529,-0.87199,0.39382,-0.80428,0.59142
5.603,-0.88167,0.33607,-0.83166,0.56449
5.7582,-0.90257,0.26754,-0.90269,0.47031
5.986,-0.92073,0.24073,-0.96258,0.14819
6.0252,-0.92282,0.22336,-0.96684,0.03337
6.1292,-0.92702,0.06868,-0.96858,-0.13896
6.1371,-0.92726,0.04799,-0.96812,-0.14711
6.2144,-0.92889,-0.12025,-0.95935,-0.21219
6.3991,-0.92561,-0.19982,-0.91135,-0.32663
6.4814,-0.91529,-0.22681,-0.87949,-0.37258
6.4827,-0.91498,-0.22761,-0.87889,-0.37336
6.5926,-0.80747,-0.36476,-0.82727,-0.44072
6.6347,-0.7777,-0.43162,-0.80484,-0.47205
6.7106,-0.73683,-0.47663,-0.76078,-0.54974
6.8259,-0.68191,-0.56583,-0.68394,-0.74113
6.8622,-0.66468,-0.60672,-0.65688,-0.79133
6.9023,-0.64508,-0.65526,-0.62489,-0.83634
6.9795,-0.6034,-0.75082,-0.55358,-0.90144
7.0975,-0.5096,-0.88003,-0.33494,-0.96356
7.1682,-0.43012,-0.92013,-0.20129,-0.9846
7.1688,-0.42943,-0.92017,-0.20045,-0.98473
7.2125,-0.38325,-0.89202,-0.1475,-0.9927
7.2478,-0.34984,-0.91349,-0.11158,-0.99676
7.2827,-0.31883,-1.0866,-0.08008,-0.9989
7.2925,-0.31038,-1.10083,-0.07183,-0.99919
7.523,-0.1094,-1.14401,0.09611,-0.96947
7.5514,-0.07939,-1.16174,0.11628,-0.96096
7.6306,0.00913,-1.24511,0.1757,-0.93086
7.6801,0.04419,-1.31609,0.21814,-0.90684
7.717,0.05706,-1.37534,0.25632,-0.88645
7.8365,0.07067,-1.57578,0.4705,-0.80967
7.855,0.07272,-1.60199,0.50456,-0.79674
7.9872,0.143,-1.51716,0.67602,-0.70684
8.0102,0.48268,-1.47311,0.69929,-0.69335
8.0178,0.49742,-1.45951,0.70668,-0.68922
8.0293,0.51347,-1.43933,0.71778,-0.68318
8.0701,0.54445,-1.37204,0.75508,-0.66428
8.2841,0.5903,-1.01134,0.90316,-0.51891
8.3278,0.59733,-0.91221,0.92313,-0.46369
8.3767,0.61551,-0.79116,0.94161,-0.39236
8.4801,0.81984,-0.63548,0.96832,-0.22299
8.4941,0.82492,-0.62836,0.97073,-0.19893
8.6111,0.85166,-0.61349,0.98064,0.00208
8.6796,0.86084,-0.60443,0.97877,0.10011
8.7157,0.86455,-0.58728,0.97592,-0.1415
8.7503,0.86749,-0.54955,0.97215,-0.12392
8.8701,0.87387,-0.09854,0.95225,-0.00679
9.14,0.87009,-0.05019,0.87517,0.36674
9.1441,0.86985,-0.04602,0.87368,0.37397
9.3392,0.84981,0.39593,0.78801,0.65855
9.3759,0.84382,0.47064,0.76761,0.67732
9.3787,0.84332,0.47532,0.76594,0.67871
9.4179,0.83574,0.52489,0.74126,0.69726
9.6086,0.77347,0.64784,0.52124,0.77725
9.6452,0.75391,0.70926,0.45993,0.79133
9.8429,0.53237,1.00759,0.23297,0.86129
9.8761,0.45457,1.01149,0.19885,0.87195
9.9498,0.22702,0.98992,0.12169,0.89422
10.0344,0.00328,0.9337,0.02943,0.91634
10.1018,-0.08768,0.87329,-0.04557,0.92924
10.1871,-0.13093,0.78212,-0.14036,0.9329
10.3308,-0.13123,0.6999,-0.29169,0.86025
10.3403,-0.12951,0.7016,-0.30106,0.85301
10.3418,-0.12924,0.70186,-0.30246,0.85193
10.448,-0.10376,0.72117,-0.39977,0.7774
10.4851,-0.24873,0.72688,-0.43154,0.75126
10.6361,-0.60556,0.73609,-0.56012,0.62331
10.6473,-0.61775,0.7352,-0.57062,0.61035
10.6737,-0.64066,0.73147,-0.59624,0.575
10.6869,-0.64907,0.72848,-0.60936,0.55401
10.7602,-0.66921,0.68279,-0.68212,0.3419
10.8003,-0.66907,0.53478,-0.71899,0.24616
10.8358,-0.66696,0.20231,-0.74932,0.19882
10.8738,-0.66561,0.17198,-0.77965,0.154
10.9031,-0.66688,0.15731,-0.80171,0.12078
10.9812,-0.68895,0.13216,-0.85576,0.03648
11.1409,-0.81706,0.09547,-0.94292,-0.08759
11.1426,-0.8185,0.09498,-0.94364,-0.08733
11.1427,-0.81859,0.09495,-0.94369,-0.0873
11.2938,-0.92238,-0.08175,-0.99303,-0.19496
11.2948,-0.92283,-0.31397,-0.99323,-0.19683
11.33,-0.93669,-0.43657,-0.99944,-0.2616
11.402,-0.952,-0.4638,-1.00528,-0.36839
11.4785,-0.95059,-0.46153,-1.00032,-0.42879
11.484,-0.94991,-0.46106,-0.99948,-0.43119
11.6376,-0.90663,-0.45802,-0.95115,-0.45211
11.7146,-0.87005,-0.48672,-0.91071,-0.46338
11.8668,-0.77143,-0.64592,-0.80109,-0.60807
11.8672,-0.77116,-0.64642,-0.80078,-0.60834
11.9804,-0.67222,-0.83383,-0.68975,-0.67552
12.0208,-0.62991,-0.91431,-0.64054,-0.69673
12.0209,-0.6298,-0.91434,-0.6404,-0.69678
12.0566,-0.58826,-0.91973,-0.58787,-0.71576
12.1733,-0.42403,-0.92067,-0.38107,-0.79086
12.2161,-0.35628,-0.92067,-0.33985,-0.83729
12.3641,-0.1773,-0.93484,-0.23426,-0.96266
12.3717,-0.17339,-0.93711,-0.22929,-0.96478
12.4026,-0.16335,-0.95192,-0.20909,-0.97173
12.5159,-0.16871,-1.18814,-0.13435,-0.98336
12.7186,-0.10893,-1.25831,0.0292,-0.97483
12.72,-0.10722,-1.25854,0.03067,-0.97468
12.839,0.14238,-1.27041,0.40115,-0.95591
12.9031,0.30217,-1.26905,0.55978,-0.94113
12.9953,0.48508,-1.25446,0.64277,-0.91285
13.0717,0.58372,-1.22373,0.69414,-0.88275
13.0929,0.60349,-1.20957,0.70731,-0.87326
13.2119,0.67485,-0.83908,0.7759,-0.81086
13.2866,0.69776,-0.72441,0.81598,-0.76338
13.29,0.69852,-0.72096,0.81777,-0.76106
13.3672,0.71034,-0.68634,0.85748,-0.70485
13.421,0.71337,-0.68101,0.88442,-0.66147
13.5732,0.76087,-0.68696,0.95356,-0.51612
13.5737,0.76095,-0.68699,0.95376,-0.51556
13.6391,0.7633,-0.68876,0.97574,-0.44174
13.7139,0.76222,-0.6726,0.99277,-0.35162
13.7938,0.76131,-0.36655,1.00151,-0.25552
13.8338,0.76143,-0.34961,1.00262,-0.21085
13.8455,0.76156,-0.34628,1.00258,-0.19852
14.0284,0.77408,-0.32559,0.98342,0.01468
14.0742,0.78246,-0.32419,0.97347,0.09064
14.3013,0.88735,-0.31584,0.89254,0.3798
14.4102,0.94655,-0.2967,0.83178,0.45026
14.4593,0.96456,-0.2731,0.79861,0.47653
14.4609,0.96505,-0.27197,0.79746,0.47736
14.5287,0.98107,0.01473,0.74464,0.51187
14.6854,0.99518,0.30467,0.59648,0.86102
14.6885,0.99523,0.30905,0.5933,0.86539
14.6908,0.99527,0.3125,0.59081,0.86843
14.8417,0.98904,0.5463,0.42408,0.94625
14.9928,0.96656,1.15205,0.25638,0.97953
14.9983,0.96538,1.15627,0.25073,0.98041
14.9996,0.9651,1.15716,0.24942,0.98061
15.0015,0.96469,1.15839,0.24753,0.9809
15.1539,0.91061,1.19305,0.11532,0.99733
15.3366,0.68493,1.20184,-0.01205,0.99506
15.3432,0.66983,1.20228,-0.01711,0.99439
15.464,0.32066,1.22286,-0.122,0.97318
15.5422,0.1205,1.35173,-0.19563,0.95026
15.6064,0.02019,1.28383,-0.25482,0.9263
15.6419,-0.0092,1.24962,-0.28585,0.91122
15.6533,-0.0156,1.23944,-0.29548,0.9061
15.8707,-0.01903,1.1283,-0.50597,0.79027
15.8864,-0.01772,1.12625,-0.56247,0.78073
15.9834,-0.02586,1.12893,-0.79052,0.71851
15.9907,-0.0281,1.13,-0.79781,0.71356
16.1507,-0.13573,1.17384,-0.9082,0.59473
16.3407,-0.32099,1.25746,-0.97752,0.34777
16.3725,-0.34484,1.2728,-0.98432,0.27611
16.4269,-0.37233,1.29812,-0.9929,0.17224
16.4922,-0.38669,1.32043,-0.99813,0.0847
16.5796,-0.40229,1.16927,-0.99618,0.00205
16.5973,-0.41744,1.09024,-0.99449,-0.01317
16.6027,-0.42536,1.0673,-0.99387,-0.01785
16.715,-0.75287,0.74388,-0.97248,-0.1208
16.7591,-0.78555,0.68303,-0.95994,-0.173
16.7673,-0.78974,0.67533,-0.95739,-0.18443
16.9101,-0.82515,0.64458,-0.90197,-0.47903
17.1132,-0.83722,0.63778,-0.79235,-0.66841
17.1375,-0.83873,0.62552,-0.77699,-0.68727
17.139,-0.83883,0.62468,-0.77607,-0.6884
17.2931,-0.85444,0.47344,-0.66691,-0.80689
17.4552,-0.87518,0.18143,-0.51819,-0.9043
17.5651,-0.88546,-0.14542,-0.4038,-0.94855
17.5676,-0.88561,-0.14071,-0.40153,-0.94935
17.5698,-0.88574,-0.12687,-0.39955,-0.95005
17.5989,-0.88702,-0.2818,-0.37459,-0.95849
17.6366,-0.88747,-0.38947,-0.34381,-0.96755
17.6421,-0.88741,-0.39842,-0.33943,-0.96868
17.8756,-0.84995,-0.4595,-0.12994,-0.98233
17.9492,-0.8224,-0.4843,0.1057,-0.9745
17.9549,-0.81991,-0.48956,0.11705,-0.97365
17.9846,-0.80645,-0.53279,0.16289,-0.96876
18.1376,-0.71431,-0.89771,0.31956,-0.92776
18.2657,-0.58766,-0.9816,0.41774,-0.86667
18.292,-0.55105,-0.98961,0.4356,-0.84937
18.3341,-0.4789,-0.99816,0.4629,-0.81664
18.6084,0.03119,-0.95091,0.66368,-0.48148
18.6145,0.03497,-0.94781,0.67012,-0.47567
18.6376,0.04732,-0.93525,0.69567,-0.45571
18.6422,0.04951,-0.93253,0.70106,-0.45203
18.964,0.09342,-0.66463,0.98693,-0.30803
19.0638,0.09,-0.63453,1.00055,-0.26966
19.106,0.08907,-0.66183,1.00013,-0.24796
19.1477,0.09031,-0.72271,0.99719,-0.21816
19.2142,0.11605,-0.86746,0.98838,-0.13612
19.2259,0.2138,-0.86197,0.9864,-0.11505
19.2541,0.25102,-0.85465,0.98113,-0.05755
19.3011,0.28395,-0.85272,0.97104,0.03125
19.4585,0.38026,-0.88068,0.92936,0.22646
19.4637,0.38374,-0.88213,0.92792,0.23244
19.5349,0.4326,-0.90422,0.90862,0.32121
19.6136,0.48883,-0.93361,0.86265,0.50914
19.6934,0.54598,-0.96877,0.79908,0.59241
19.8846,0.67023,-1.08719,0.64453,0.71344
19.906,0.68097,-1.10694,0.62712,0.72407
19.9804,0.70637,-1.37539,0.56644,0.75814
20.001,0.70922,-1.35621,0.54958,0.76689
20.1158,0.6971,-1.19016,0.45486,0.81151
20.1761,0.69218,-0.69646,0.40442,0.83279
20.1794,0.69212,-0.6935,0.40168,0.8339
20.3043,0.70938,-0.66842,0.29444,0.87422
20.347,0.72934,-0.66399,0.25601,0.887
20.4882,0.85733,-0.59146,0.10515,0.92579
20.5328,0.88174,-0.36415,0.04747,0.93685
20.5409,0.88506,-0.29324,0.03771,0.93878
20.6079,0.90353,-0.14581,-0.04021,0.95393
20.7342,0.90956,-0.11968,-0.19945,0.97635
20.761,0.9073,-0.12049,-0.24244,0.97939
20.9124,0.87539,-0.12856,-0.51088,0.95725
21.0023,0.84215,-0.11845,-0.57416,0.88794
21.0705,0.81036,-0.07597,-0.61311,0.82803
21.0791,0.80599,-0.06377,-0.61784,0.82068
21.1149,0.78708,0.54686,-0.63726,0.79078
21.3332,0.65155,0.73719,-0.76319,0.61832
21.3865,0.61427,0.77238,-0.80013,0.57705
21.4997,0.53078,1.00987,-0.88037,0.48888
21.5435,0.49426,1.08917,-0.90801,0.45419
21.5756,0.42341,1.11687,-0.92602,0.42839
21.652,0.31379,1.14562,-0.95982,0.36435
21.7657,0.16023,1.16076,-0.98576,0.18182
21.8137,0.09564,1.16974,-0.98866,0.10388
21.8314,0.07162,1.17503,-0.98865,0.08015
21.8795,0.00464,1.19596,-0.98602,0.02081
21.9175,-0.03831,1.21799,-0.98164,-0.0226
21.9939,-0.06928,1.26422,-0.96799,-0.10273
22.0457,-0.09759,1.28788,-0.95566,-0.15283
22.1472,-0.16715,1.3107,-0.92573,-0.25165
22.2223,-0.25275,1.31186,-0.89929,-0.5379
22.2585,-0.33176,1.30762,-0.88538,-0.60204
22.261,-0.33895,1.3072,-0.88438,-0.60457
22.2977,-0.52687,1.29893,-0.86945,-0.63461
22.3535,-0.73509,1.27717,-0.84532,-0.67007
22.5255,-0.85436,1.07866,-0.75917,-0.76431
22.5436,-0.86031,1.03558,-0.74883,-0.77483
22.5651,-0.86657,0.97319,-0.73623,-0.78777
22.641,-0.88386,0.81794,-0.68708,-0.84361
22.6569,-0.88672,0.80471,-0.67565,-0.8598
22.8373,-0.90711,0.71896,-0.44628,-0.99955
22.8864,-0.90966,0.66514,-0.28817,-0.99678
22.909,-0.91048,0.4056,-0.24589,-0.99392
22.9219,-0.91085,0.35373,-0.22702,-0.99195
22.9552,-0.91148,0.31853,-0.18855,-0.98602
23.1138,-0.90841,0.29469,-0.06718,-0.94734
23.1893,-0.90333,0.14436,-0.01565,-0.92504
23.3041,-0.89034,-0.11156,0.07457,-0.88772
23.3783,-0.8775,-0.21536,0.16564,-0.86159
23.4105,-0.87039,-0.24273,0.22608,-0.84975
23.4607,-0.8567,-0.26642,0.34841,-0.83072
23.57,-0.81061,-0.29051,0.52588,-0.78649
23.645,-0.75865,-0.71792,0.6065,-0.75359
23.6557,-0.74958,-0.72403,0.61688,-0.74869
23.6813,-0.72658,-0.73077,0.6409,-0.73676
23.7972,-0.62904,-0.72183,0.73736,-0.67707
23.7977,-0.62874,-0.72176,0.73771,-0.6768
24.1204,-0.47768,-0.70269,0.91222,-0.34527
24.1432,-0.46609,-0.71462,0.91962,-0.31195
24.1472,-0.46405,-0.71748,0.92083,-0.30656
24.2935,-0.37122,-1.10118,0.95502,-0.1428
24.3005,-0.36561,-1.10606,0.95621,-0.13585
24.497,-0.16172,-1.14104,0.97548,0.04783
24.6598,0.02949,-1.11292,0.97134,0.22315
24.6914,0.06024,-1.10307,0.96727,0.26261
24.7283,0.09081,-1.08921,0.95913,0.30817
24.7942,0.12993,-1.05282,0.92052,0.38709
24.8345,0.14565,-0.87026,0.8802,0.43323
24.8511,0.15072,-0.86357,0.86397,0.45189
24.9249,0.16543,-0.84911,0.79928,0.53109
25.0756,0.18748,-0.83038,0.67831,0.67819
25.1948,0.28293,-0.80008,0.58481,0.78565
25.2202,0.30661,-0.78432,0.56486,0.80773
25.2224,0.30841,-0.7824,0.56315,0.8096
25.2356,0.31859,-0.76574,0.55268,0.82105
25.2694,0.33783,-0.54644,0.52585,0.84976
25.5309,0.41937,-0.48899,0.29771,0.99245
25.5384,0.4275,-0.48023,0.28953,0.9943
25.5397,0.42913,-0.47851,0.28804,0.99463
25.5837,0.52638,-0.38588,0.23186,1.00363
25.6889,0.71779,-0.07019,0.08705,1.01497
25.6904,0.71912,-0.06877,0.08552,1.01504
25.7353,0.7513,-0.04388,0.04327,1.01609
25.9973,0.82858,-0.01109,-0.16108,0.98152
26.0341,0.83425,0.41571,-0.18827,0.97081
26.0401,0.83512,0.43455,-0.1927,0.96892
26.1985,0.85479,0.58765,-0.32353,0.90167
26.2626,0.86224,0.60909,-0.61322,0.86378
26.3522,0.87484,0.62641,-0.73147,0.80039
26.3751,0.87913,0.62912,-0.74664,0.78239
26.4269,0.8912,0.63324,-0.77521,0.73904
26.5443,0.83727,0.6348,-0.82567,0.62817
26.7327,0.40501,0.62958,-0.88738,0.4185
26.7708,0.37555,0.62984,-0.89802,0.37241
26.8888,0.3384,0.64401,-0.92774,0.23085
26.9993,0.33693,0.70501,-0.95116,0.12859
27.1213,0.34539,0.80511,-0.97103,0.04234
27.1811,0.34502,0.82559,-0.97743,-0.00136
27.2322,0.33264,0.83422,-0.97989,-0.04385
27.3047,0.14945,0.84364,-0.97455,-0.13447
27.3404,0.04746,0.85282,-0.96519,-0.41903
27.3449,0.04272,0.85469,-0.96357,-0.42479
27.3527,0.0359,0.85882,-0.96044,-0.43343
27.4309,0.0091,0.98232,-0.90719,-0.48539
27.5679,0.00182,1.00599,-0.77337,-0.55238
27.6521,-0.02168,1.02084,-0.70059,-0.60333
27.6622,-0.03114,1.02529,-0.69224,-0.61064
27.6848,-0.08754,1.04444,-0.67371,-0.6284
27.6881,-0.2794,1.04942,-0.67097,-0.63122
27.7404,-0.32043,1.14879,-0.62875,-0.68107
27.9182,-0.37603,1.18647,-0.48735,-0.85444
27.9718,-0.40761,1.20251,-0.44419,-0.88872
28.1267,-0.52564,1.29916,-0.31267,-0.94241
28.1436,-0.54,1.29893,-0.29702,-0.94513
28.1887,-0.57904,1.29265,-0.25251,-0.95012
28.3001,-0.67666,1.25261,-0.00154,-0.95215
28.307,-0.68245,1.24902,0.03743,-0.9519
28.4146,-0.77329,1.16402,0.20179,-0.9439
28.433,-0.85098,1.13812,0.22064,-0.94184
28.4522,-0.86994,1.0985,0.23937,-0.9395
28.5072,-0.89287,0.84282,0.28884,-0.93178
28.5406,-0.90106,0.82985,0.31665,-0.92641
28.6825,-0.92898,0.81762,0.42326,-0.89843
28.6991,-0.93257,0.79452,0.43489,-0.89465
28.7712,-0.94931,0.28982,0.48426,-0.87698
28.9668,-0.98635,0.02673,0.61199,-0.81826
28.9898,-0.98801,0.00603,0.62682,-0.81004
29.0302,-0.98842,-0.02751,0.65281,-0.79472
29.2289,-0.95463,-0.1504,0.78647,-0.67306
29.302,-0.93657,-0.17685,0.84244,-0.55308
29.3155,-0.93319,-0.1805,0.85363,-0.53109
29.3754,-0.91818,-0.19229,0.90613,-0.44744
29.5357,-0.87783,-0.21995,1.00959,-0.25776
29.5361,-0.87773,-0.22018,1.0097,-0.25735
29.5864,-0.86458,-0.28848,1.0201,-0.19982
29.6109,-0.85807,-0.56702,1.02191,-0.17181
29.648,-0.84798,-0.58527,1.02159,-0.12898
29.7303,-0.82449,-0.58706,1.0115,-0.03224
29.8863,-0.7732,-0.60066,0.97171,0.18791
29.917,-0.76133,-0.62282,0.96195,0.24269
29.953,-0.74616,-0.89128,0.94997,0.30605
30.0317,-0.70335,-0.93137,0.92208,0.42532
30.0856,-0.63972,-0.94428,0.90202,0.48794
30.1107,-0.49932,-0.94888,0.89249,0.51213
30.1205,-0.49438,-0.95053,0.88873,0.52082
30.2984,-0.46505,-0.9879,0.8167,0.63484
30.3361,-0.46023,-1.06842,0.80036,0.65433
30.4577,-0.42412,-1.00967,0.7441,0.71719
30.5369,-0.19861,-0.97635,0.70316,0.76218
30.5462,-0.19322,-0.97288,0.69802,0.76784
30.6603,-0.15603,-0.94071,0.62288,0.84188
30.7349,-0.14237,-0.93437,0.38127,0.88921
30.7991,-0.13322,-0.9449,0.24252,0.92529
30.9245,-0.11865,-1.04287,0.08599,0.976
31.0872,-0.1003,-1.24127,-0.08516,0.99339
31.1041,-0.09807,-1.24554,-0.10528,0.99189
31.1152,-0.09655,-1.24553,-0.11926,0.99059
31.1529,-0.09088,-1.23276,-0.17708,0.98443
31.3044,-0.06034,-1.11671,-0.42941,0.93812
31.5295,-0.00695,-1.03073,-0.55144,0.82486
31.5394,-0.00523,-1.03091,-0.55627,0.81898
31.7385,0.01895,-1.07981,-0.66387,0.68741
31.8021,0.02585,-1.10583,-0.70857,0.64057
31.9248,0.04849,-1.16049,-0.82626,0.53739
32.0055,0.10808,-1.19523,-0.9014,0.44582
32.0795,0.12905,-1.22171,-0.94584,0.34702
32.1818,0.1301,-1.2347,-0.97352,0.2337
32.1958,0.12979,-1.23175,-0.9751,0.22033
32.2228,0.12915,-1.22015,-0.97698,0.19549
32.4931,0.14152,-0.88569,-0.94793,-0.06781
32.5008,0.14325,-0.88321,-0.94632,-0.08031
32.5416,0.15594,-0.87443,-0.93733,-0.26183
32.5755,0.17403,-0.87108,-0.92926,-0.32192
32.6978,0.38682,-0.87463,-0.89594,-0.42926
32.8911,0.48348,-0.89823,-0.8301,-0.59367
32.9189,0.51978,-0.90173,-0.81911,-0.62793
33.033,0.6697,-0.91341,-0.76752,-0.83547
33.0469,0.67679,-0.91438,-0.76015,-0.84912
33.1856,0.71099,-0.91526,-0.56347,-0.91246
33.1893,0.7115,-0.915,-0.53126,-0.91326
33.3012,0.72606,-0.89635,-0.34001,-0.92884
33.3842,0.74625,-0.86423,-0.26278,-0.93368
33.394,0.75198,-0.85926,-0.2549,-0.934
33.4339,0.89696,-0.83625,-0.22435,-0.93482
33.7331,0.90489,-0.5431,-0.00504,-0.92237
33.8445,0.90185,-0.43456,0.16393,-0.9104
33.8894,0.9013,-0.40821,0.24196,-0.90433
33.9727,0.90237,-0.3848,0.34227,-0.89079
34.0712,0.9091,-0.38156,0.43703,-0.86944
34.1615,0.92066,-0.36934,0.51581,-0.84025
34.1917,0.92544,-0.34862,0.54133,-0.82683
34.3493,0.95185,0.0326,0.67081,-0.67442
34.3813,0.95617,0.05358,0.69666,-0.63316
34.4352,0.96147,0.06359,0.73992,-0.57937
34.5106,0.96421,0.05833,0.8004,-0.51579
34.6575,0.95689,0.07021,0.9102,-0.39083
34.6919,0.95313,0.09824,0.9312,-0.35394
34.8099,0.93447,0.34849,0.98261,-0.09084
34.8537,0.92498,0.46218,0.99267,-0.02027
34.8582,0.92392,0.47235,0.9934,-0.01456
34.9743,0.88724,0.65979,0.99374,0.11305
35.0046,0.87387,0.6905,0.98792,0.14542
35.126,0.80608,0.76288,0.94541,0.28325
35.1264,0.80583,0.76301,0.94522,0.28374
35.2772,0.70963,0.78783,0.86173,0.48369
35.4323,0.59646,0.84784,0.75266,0.7011
35.4737,0.55993,0.89714,0.72069,0.73583
35.5108,0.5218,0.97399,0.69123,0.76291
35.5484,0.47395,1.0825,0.6609,0.7876
35.5845,0.40856,1.18648,0.63134,0.80942
35.6596,0.22064,1.29647,0.56901,0.84999
35.7085,0.14783,1.29984,0.52861,0.87326
35.8114,-0.00485,1.22414,0.44868,0.91507
35.8922,-0.15477,1.13602,0.39785,0.94123
36.0015,-0.24644,1.0091,0.34293,0.96709
36.1976,-0.29265,0.82051,0.14015,0.98337
36.2057,-0.29376,0.81521,0.1239,0.98311
36.2424,-0.29867,0.79519,0.03786,0.98092
36.3851,-0.32675,0.78679,-0.37527,0.95792
36.3856,-0.32694,0.78693,-0.3755,0.95781
36.4225,-0.35835,0.80095,-0.20681,0.94838
36.4647,-0.56645,0.82305,-0.10681,0.93598
36.6518,-0.65981,0.92432,-0.41514,0.86161
36.667,-0.66348,0.92408,-0.44347,0.85423
36.7677,-0.68225,0.84963,-0.61147,0.80059
36.9342,-0.70456,0.63297,-0.79893,0.69324
36.9719,-0.70964,0.60733,-0.82799,0.66543
37.1129,-0.7403,0.59908,-0.90478,0.54378
37.2657,-0.85841,0.59162,-0.94605,0.35185
37.2771,-0.86002,0.57089,-0.94783,0.33354
37.2793,-0.8603,0.56441,-0.94815,0.32993
37.312,-0.86374,-0.0423,-0.95229,0.27493
37.3417,-0.86601,-0.07519,-0.95505,0.22307
37.5047,-0.8713,-0.10707,-0.95617,-0.01006
37.7734,-0.87015,-0.09058,-0.91895,-0.21872
37.8103,-0.86971,-0.10073,-0.91032,-0.25165
37.9583,-0.86909,-0.2643,-0.86527,-0.478
37.962,-0.86914,-0.27101,-0.86388,-0.48251
38.0397,-0.87116,-0.40197,-0.83067,-0.55786
38.113,-0.75691,-0.49239,-0.78853,-0.61224
38.1133,-0.75632,-0.49273,-0.78832,-0.61245
38.3444,-0.43085,-0.68903,-0.45643,-0.74557
38.3831,-0.38719,-0.71334,-0.42031,-0.76485
38.386,-0.38411,-0.715,-0.41804,-0.76623
38.5416,-0.24622,-0.83157,-0.32559,-0.83645
